"noms","longitude","latitude"
"pal4-mo-600-7",-61.6662267480311,47.5577032763875
"pal4-mo-600-8",-61.6648975283204,47.558914683445
"pal4-mo-600-9",-61.6669380597723,47.5585319163459
"pal4-pr-100-10",-61.6660052403843,47.5541443471894
"pal4-pr-100-6",-61.6666737698686,47.5541555410059
"pal4-pr-100-7",-61.6642349974696,47.5553243327551
"pal4-pr-100-8",-61.666848085318,47.5543863109173
"pal4-pr-100-9",-61.6645401480995,47.554938522995
"pal4-pr-1100-10",-61.6747557079089,47.560717061515
"pal4-pr-1100-6",-61.6748790103984,47.5608262392604
"pal4-pr-1100-7",-61.6735825032257,47.5608251408717
"pal4-pr-1100-8",-61.6737324654279,47.5608845445408
"pal4-pr-1100-9",-61.6737989509401,47.5616934783551
"pal4-pr-600-10",-61.6695342258301,47.5578358053614
"pal4-pr-600-6",-61.6671936992796,47.5576315630444
"pal4-pr-600-7",-61.6680582665655,47.5583779745889
"pal4-pr-600-8",-61.6690211841727,47.5577618292847
"pal4-pr-600-9",-61.6697471295215,47.5572593744581
"pal5-el-100-10",-61.6526675267945,47.5623490204692
"pal5-el-100-6",-61.6528109355936,47.5618128130353
"pal5-el-100-7",-61.6541229461716,47.5617811638677
"pal5-el-100-8",-61.6526138813248,47.5616146208694
"pal5-el-100-9",-61.653287256751,47.5621319377994
"pal5-el-1100-10",-61.6617071621826,47.568051090628
"pal5-el-1100-6",-61.660358485359,47.5675667465064
"pal5-el-1100-7",-61.6578673234714,47.5669039220967
"pal5-el-1100-8",-61.6602758761094,47.5678474523518
"pal5-el-1100-9",-61.660552899132,47.5660251963017
"pal5-el-600-10",-61.6563773812125,47.5646998313519
"pal5-el-600-6",-61.6552791018683,47.5632605257059
"pal5-el-600-7",-61.6553310073557,47.5646721668533
"pal5-el-600-8",-61.6561204904778,47.5629806144615
"pal5-el-600-9",-61.6546612896859,47.5635123158132
"pal5-mo-100-10",-61.6562951972374,47.5600931527554
"pal5-mo-100-6",-61.656144857388,47.5599623567097
"pal5-mo-100-7",-61.6565181945065,47.5597464702716
"pal5-mo-100-8",-61.6545126000561,47.561341846464
"pal5-mo-100-9",-61.6563365538471,47.5603468712171
"pal5-mo-1100-10",-61.6618984744831,47.5640068536954
"pal5-mo-1100-6",-61.6598243237856,47.5651779173956
"pal5-mo-1100-7",-61.6611618241846,47.5651050201748
"pal5-mo-1100-8",-61.6624465563395,47.5659938468843
"pal5-mo-1100-9",-61.6639470843389,47.5659627147341
"pal5-mo-600-10",-61.6593387621963,47.5645283665924
"pal5-mo-600-6",-61.6581829391373,47.5634652270958
"pal5-mo-600-7",-61.6594646465139,47.5643194297946
"pal5-mo-600-8",-61.6585401797159,47.5612763760636
"pal5-mo-600-9",-61.6566949925773,47.5626972097333
"pal5-pr-100-10",-61.6582737809826,47.5582405977207
"pal5-pr-100-6",-61.657899921962,47.5591915147945
"pal5-pr-100-7",-61.6570054324765,47.5589467578039
"pal5-pr-100-8",-61.6581726081546,47.5582899798717
"pal5-pr-100-9",-61.6584144997567,47.5590012243118
"pal5-pr-1100-10",-61.6621229149904,47.5637419140134
"pal5-pr-1100-6",-61.6622749914895,47.5633290181147
"pal5-pr-1100-7",-61.6622358350266,47.5633514257982
"pal5-pr-1100-8",-61.6651180453825,47.5628729897195
"pal5-pr-1100-9",-61.6631400442134,47.5634783498142
"pal5-pr-600-10",-61.662053741806,47.5611474101117
"pal5-pr-600-6",-61.6620597307928,47.5616581254611
"pal5-pr-600-7",-61.6589105634993,47.5610056468164
"pal5-pr-600-8",-61.6614660641881,47.5629773194658
"pal5-pr-600-9",-61.6594066757391,47.5603872388085
"pal6-el-100-10",-61.6450662559889,47.5670636915144
"pal6-el-100-6",-61.6451559403682,47.5669513004406
"pal6-el-100-7",-61.6462393949325,47.5660588594286
"pal6-el-100-8",-61.6464087767666,47.566109548976
"pal6-el-100-9",-61.6466984794712,47.5662829706948
"pal6-el-1100-10",-61.6555640145478,47.5724672598432
"pal6-el-1100-6",-61.6527997980264,47.5699169699654
"pal6-el-1100-7",-61.6531006804947,47.5724590754513
"pal6-el-1100-8",-61.6542103315839,47.5731136104451
"pal6-el-1100-9",-61.6518094182983,47.5719404723334
"pal6-el-600-10",-61.6509263474596,47.5699709133695
"pal6-el-600-6",-61.6487200979394,47.5692375145196
"pal6-el-600-7",-61.6477635637554,47.5681653359572
"pal6-el-600-8",-61.6494993758414,47.5675279220394
"pal6-el-600-9",-61.6490957974372,47.5673160196405
"pal6-mo-100-10",-61.6491781710676,47.5642227399771
"pal6-mo-100-6",-61.6494884226335,47.5645882693494
"pal6-mo-100-7",-61.6487756736819,47.5646429094474
"pal6-mo-100-8",-61.6484883180908,47.5652458176976
"pal6-mo-100-9",-61.6487548121106,47.5647963429448
"pal6-mo-1100-10",-61.6556403920675,47.5712941595558
"pal6-mo-1100-6",-61.6584783415392,47.5708336619305
"pal6-mo-1100-7",-61.6585587187191,47.5708698400842
"pal6-mo-1100-8",-61.6561932992647,47.5703097664449
"pal6-mo-1100-9",-61.6564648746167,47.5701345087702
"pal6-mo-600-10",-61.6501912673742,47.5678237817609
"pal6-mo-600-6",-61.6500769330247,47.5673700703864
"pal6-mo-600-7",-61.6524076209157,47.5687872889248
"pal6-mo-600-8",-61.6499050968894,47.5649922965173
"pal6-mo-600-9",-61.6496210556804,47.5666727168021
"pal6-pr-100-10",-61.6512544042697,47.5623947051964
"pal6-pr-100-6",-61.6505851876924,47.5628859432603
"pal6-pr-100-7",-61.6495317229955,47.5635768804189
"pal6-pr-100-8",-61.6509715910919,47.5634487184207
"pal6-pr-100-9",-61.6497305834748,47.5641296853735
"pal6-pr-1100-10",-61.6569078834151,47.5664428198757
"pal6-pr-1100-6",-61.6575948909195,47.5682027568953
"pal6-pr-1100-7",-61.6569448061293,47.5687672793115
"pal6-pr-1100-8",-61.6594363227404,47.5703272458701
"pal6-pr-1100-9",-61.6576478001644,47.5679290945123
"pal6-pr-600-10",-61.6562621030603,47.5660592705751
"pal6-pr-600-6",-61.655089059109,47.5653713534837
"pal6-pr-600-7",-61.6511966448264,47.5647964547009
"pal6-pr-600-8",-61.6540307733202,47.5657179578087
"pal6-pr-600-9",-61.6527808863916,47.5658657877288
