"noms","longitude","latitude"
"pal4-pr-600-4",-61.6663935732793,47.5566357809285
"pal4-pr-600-5",-61.6689366928287,47.5587198540092
"pal5-el-100-1",-61.6530955163066,47.5617178916243
"pal5-el-100-2",-61.6522493618076,47.5620199121484
"pal5-el-100-3",-61.6542079835275,47.5613614049723
"pal5-el-100-4",-61.6539324114304,47.5612530439854
"pal5-el-100-5",-61.6519919069496,47.5625229934378
"pal5-el-1100-1",-61.6613672893284,47.5668011374647
"pal5-el-1100-2",-61.6592227180714,47.5658258236846
"pal5-el-1100-3",-61.6601205422709,47.5676780831407
"pal5-el-1100-4",-61.6575728839677,47.5658507609555
"pal5-el-1100-5",-61.6599311080247,47.5674297816528
"pal5-el-600-1",-61.6539222600617,47.5641287233873
"pal5-el-600-2",-61.653287559639,47.5635341946839
"pal5-el-600-3",-61.654319178411,47.5625344845096
"pal5-el-600-4",-61.6539972155999,47.5632236804272
"pal5-el-600-5",-61.6529998607505,47.5632663592079
"pal5-mo-100-1",-61.654473298195,47.5609472149241
"pal5-mo-100-2",-61.6556155200359,47.5605810179161
"pal5-mo-100-3",-61.6561631448979,47.5605897681325
"pal5-mo-100-4",-61.6555077324206,47.5601815938275
"pal5-mo-100-5",-61.6565366584296,47.5596505833097
"pal5-mo-1100-1",-61.6618436435544,47.5655572599922
"pal5-mo-1100-2",-61.6634620201282,47.5656684730206
"pal5-mo-1100-3",-61.6610974125502,47.5662331624917
"pal5-mo-1100-4",-61.6619115954293,47.5646990972635
"pal5-mo-1100-5",-61.6644391698801,47.5676003340958
"pal5-mo-600-1",-61.6600954393164,47.5635364372976
"pal5-mo-600-2",-61.6581951729256,47.5611872877614
"pal5-mo-600-3",-61.6568393383454,47.5611068352021
"pal5-mo-600-4",-61.6612631360526,47.5635242937764
"pal5-mo-600-5",-61.6581953886929,47.5618384042376
"pal5-pr-100-1",-61.6578570880362,47.5589983004079
"pal5-pr-100-2",-61.6575481145322,47.5590608759107
"pal5-pr-100-3",-61.65668453376,47.5593121847728
"pal5-pr-100-4",-61.6577118873603,47.5587990495366
"pal5-pr-100-5",-61.658390078601,47.5588159592424
"pal5-pr-1100-1",-61.6671815707822,47.5657911595422
"pal5-pr-1100-2",-61.665012430295,47.5633203457685
"pal5-pr-1100-3",-61.6665608940042,47.5650285535694
"pal5-pr-1100-4",-61.664938717793,47.5639156305285
"pal5-pr-1100-5",-61.6643406689784,47.5643139067213
"pal5-pr-600-1",-61.6609998783394,47.5615230817512
"pal5-pr-600-2",-61.663245122267,47.5622933287535
"pal5-pr-600-3",-61.6617235768568,47.5613207538763
"pal5-pr-600-4",-61.6607272552563,47.5613094005305
"pal5-pr-600-5",-61.6616490389761,47.5631649812549
"pal6-el-100-1",-61.6454443273988,47.567418081908
"pal6-el-100-2",-61.6464123187528,47.5663751557457
"pal6-el-100-3",-61.6460953502569,47.5665772921489
"pal6-el-100-4",-61.644981193448,47.5666937963345
"pal6-el-100-5",-61.6455215715713,47.566908565041
"pal6-el-1100-1",-61.6545758375778,47.5721109841368
"pal6-el-1100-2",-61.6545269462066,47.5725709427965
"pal6-el-1100-3",-61.6523490874854,47.570569565738
"pal6-el-1100-4",-61.6535966412699,47.5707539558109
"pal6-el-1100-5",-61.6532937682444,47.572482345374
"pal6-el-600-1",-61.6484346338873,47.5677241448872
"pal6-el-600-2",-61.6477389863931,47.5683706939587
"pal6-el-600-3",-61.6503204070107,47.5702619261387
"pal6-el-600-4",-61.6469654284017,47.5665109832412
"pal6-el-600-5",-61.6474796062184,47.5678560145544
"pal6-mo-100-1",-61.6480605056726,47.5647042612424
"pal6-mo-100-2",-61.6479007924385,47.5648943878975
"pal6-mo-100-3",-61.6474364698166,47.5659837059179
"pal6-mo-100-4",-61.6480301666419,47.56566342761
"pal6-mo-100-5",-61.6487628621992,47.5642568370433
"pal6-mo-1100-1",-61.656180182212,47.5709571757481
"pal6-mo-1100-2",-61.6583905647944,47.5711920811038
"pal6-mo-1100-3",-61.6581031178103,47.5705033762801
"pal6-mo-1100-4",-61.655940147495,47.5715055987431
"pal6-mo-1100-5",-61.6525998907463,47.5694850852133
"pal6-mo-600-1",-61.6504676770034,47.5672712656897
"pal6-mo-600-2",-61.6515396053211,47.5659503360855
"pal6-mo-600-3",-61.6490428582014,47.5666827536354
"pal6-mo-600-4",-61.6485022952292,47.5664044225347
"pal6-mo-600-5",-61.6518790611606,47.5690973606081
"pal6-pr-100-1",-61.6512708951715,47.5635376464795
"pal6-pr-100-2",-61.6506523329005,47.5638649889224
"pal6-pr-100-3",-61.6502183135381,47.5639041319762
"pal6-pr-100-4",-61.6500091012304,47.5638005022873
"pal6-pr-100-5",-61.6496564351887,47.5638502735438
"pal6-pr-1100-1",-61.6599243871528,47.5703170542125
"pal6-pr-1100-2",-61.6598834605927,47.5689100869474
"pal6-pr-1100-3",-61.6595726300706,47.5692871516434
"pal6-pr-1100-4",-61.6552009441406,47.5678019853157
"pal6-pr-1100-5",-61.6587151732388,47.5700548400536
"pal6-pr-600-1",-61.6528592719291,47.5644888826375
"pal6-pr-600-2",-61.6528047681953,47.5651979138019
"pal6-pr-600-3",-61.6499616861753,47.5645009443762
"pal6-pr-600-4",-61.6520368320766,47.5636805549492
"pal6-pr-600-5",-61.6560765484622,47.5663284453572
